Client,Symbol/ScripId,Product Type,Quantity,Price,Trade No.,Lots
 TB67843 , HAVELLS , Margin ,1,559,26605446,1
 TB67843 , HAVELLS , Margin ,1,559,26605447,1
 TB67843 , HAVELLS , Margin ,1,559,26605448,1
 TB67843 , HAVELLS , Margin ,1,559,26605449,1
 TB67843 , HAVELLS , Margin ,10,559,26605450,10
 TB67843 , HAVELLS , Margin ,37,559,26605451,37
 TB0730 , HAVELLS , Margin ,13,559,26605452,13
 TB0730 , HAVELLS , Margin ,1,559,26605453,1
 TB0730 , HAVELLS , Margin ,50,559,26605454,50
 TB0730 , HAVELLS , Margin ,36,559,26605455,36
 TB11868 , HAVELLS , Margin ,50,559,26605456,50
 TB11868 , HAVELLS , Margin ,4,559,26605457,4
 TB11868 , HAVELLS , Margin ,5,559,26605458,5
 TB11868 , HAVELLS , Margin ,10,559,26605459,10
 TB11868 , HAVELLS , Margin ,31,559,26605460,31
 TB63576 , HAVELLS , Margin ,69,559,26605461,69
 TB63576 , HAVELLS , Margin ,31,558.9,26605462,31
 TB10346 , HAVELLS , Margin ,69,558.9,26605463,69
 TB10346 , HAVELLS , Margin ,25,558.9,26605464,25
 TB10346 , HAVELLS , Margin ,2,558.85,26605465,2
 TB10346 , HAVELLS , Margin ,1,558.85,26605466,1
 TB10346 , HAVELLS , Margin ,3,558.8,26605467,3
 TB34258 , HAVELLS , Margin ,29,558.8,26605468,29
 TB34258 , HAVELLS , Margin ,5,558.75,26605469,5
 TB34258 , HAVELLS , Margin ,66,558.75,26605470,66
 TB13122 , BAJFINANCE , Margin ,25,2513.9,1369673,25
 TB11161 , PNB , Margin ,51,75.45,51392020,51
 TB12292 , MCDOWELL-N , Margin ,2,559.35,51386317,2
 TB11545 , TATASTEEL , Margin ,39,508.3,76078522,39
 TB11545 , TATASTEEL , Margin ,1,508.2,76078523,1
 TB11545 , TATASTEEL , Margin ,10,508.15,76078524,10
 TB78573 , SUNTV , Margin ,26,745.5,76074815,26
 TB78573 , SUNTV , Margin ,74,745.5,76074817,74
 TB0219 , AUROPHARMA , CarryForWard ,1000,4.75,62654736,1
 TB14595 , NIFTY , CarryForWard ,75,105.5,371477,1
 TB13017 , GEOJITFSL , Delivery ,48,80.25,26591928,48
 TB14682 , PNB , Margin ,300,75.45,51380648,300
 TB13385 , HINDCOPPER , Margin ,200,55.05,26590649,200
 TB13385 , ASIANTILES , Delivery ,20,283.05,1354716,20
 TB0308 , CAPF , Margin ,10,483,1352555,10
 TB13421 , LEADMINI , CarryForWard ,1,147.6,710009356,1
 TB0308 , AJMERA , Margin ,3,205,1349033,3
 TB48125 , COPPERM , IntraDay ,1,415.4,410013809,0
 TB11161 , PCJEWELLER , Margin ,16,79.95,51369044,16
 TB11161 , PCJEWELLER , Margin ,35,79.95,51369016,35
 TB13385 , HINDCOPPER , Margin ,3,55.2,26581338,3
 TB13385 , HINDCOPPER , Margin ,97,55.2,26579403,97
 TB12946 , WIPRO , Margin ,83,285.7,76053483,83
 TB14659 , BANKINDIA , Margin ,50,77.7,1341978,50
 TB13347 , HINDALCO , Margin ,200,212,26573999,200
 TB12946 , WIPRO , Margin ,17,285.7,76052293,17
 TB13046 , VEDL , Margin ,25,203.5,76050712,25
 TB13788 , BANKNIFTY , IntraDay ,40,27185.1,51184998,1
 TB34258 , HINDCOPPER , Margin ,116,55.1,26572433,116
 TB34258 , HINDCOPPER , Margin ,84,55.1,26572434,84
 TB55012 , CRUDEOILM , IntraDay ,5,4633,210011724,0
 TB14257 , FEDERALBNK , Margin ,50,85.35,26569999,50
 TB11961 , TATASTEEL , MarginPlus ,250,508.5,76042276,250
 TB10305 , VEDL , Margin ,100,203.8,76042410,100
 TB0308 , ICICIBANK , Margin ,5,265,26564565,5
 TB36869 , HMVL , Delivery ,4,174.45,26564356,4
 TB36869 , HMVL , Delivery ,6,174.45,26564357,6
 TB34258 , HINDCOPPER , Margin ,100,55.2,26563189,100
 TB12292 , TATAMOTORS , Margin ,6,252.4,76038574,6
 TB78573 , HINDALCO , Margin ,100,212.6,26561457,100
 TB10346 , HINDCOPPER , Margin ,200,55.05,26561304,200
 TB12973 , VEDL , IntraDay ,1750,204,25200923,1
 TB66206 , HINDPETRO , Margin ,100,287,26559711,100
 TB13505 , VEDL , IntraDay ,1750,204,25200592,1
 TB10341 , KOLTEPATIL , Margin ,8,283,51344814,8
 TB11632 , HCLTECH , Delivery ,10,995,26556381,10
 TB89145 , VEDL , IntraDay ,1750,204.1,25200271,1
 TB11411 , VEDL , IntraDay ,1750,204.1,25200272,1
 TB0308 , TATAMOTORS , Margin ,5,252.45,76031806,5
 TB13627 , TATAELXSI , Delivery ,10,1429.3,76031672,10
 TB63576 , HINDCOPPER , Margin ,98,55.1,26555637,98
 TB63576 , HINDCOPPER , Margin ,102,55.05,26555638,102
 TB13017 , TATACHEM , Margin ,8,670,76028264,8
 TB0730 , HINDCOPPER , Margin ,100,55.15,26550786,100
 TB0730 , HINDCOPPER , Margin ,100,55.1,26550787,100
 TB10041 , SUNPHARMA , Margin ,12,554.5,76026499,12
 TB11632 , PNB , Delivery ,50,75.7,51336590,50
 TB31592 , LEADMINI , MarginPlus ,1,147.5,710008683,1
 TB14394 , TATAMOTORS , Margin ,200,252.5,76025438,200
 TB10041 , SUNPHARMA , Margin ,8,554.5,76023176,8
 TB12973 , HINDCOPPER , Margin ,500,55.15,26545456,500
 TB67843 , HINDCOPPER , Margin ,200,55.1,26543944,200
 TB35333 , BANKNIFTY , CarryForWard ,120,83,51172510,3
 TB34896 , BANKINDIA , Margin ,100,77.9,4361900,100
 TB10148 , BANKNIFTY , CarryForWard ,40,37.1,51171878,1
 TB10148 , BANKNIFTY , CarryForWard ,40,37.75,51171405,1
 TB79761 , TNPETRO , Margin ,21,37.35,76015497,21
 TB79761 , TNPETRO , Margin ,44,37.35,76015498,44
 TB79761 , TNPETRO , Margin ,735,37.35,76015510,735
 TB10346 , HINDCOPPER , Margin ,100,55.2,26537365,100
 TB10346 , HINDCOPPER , Margin ,100,55.25,26537366,100
 TB63576 , HINDCOPPER , Margin ,25,55.2,26535135,25
 TB63576 , HINDCOPPER , Margin ,5,55.2,26535136,5
 TB63576 , HINDCOPPER , Margin ,45,55.2,26535137,45
 TB63576 , HINDCOPPER , Margin ,5,55.2,26535138,5
 TB63576 , HINDCOPPER , Margin ,45,55.2,26535139,45
 TB63576 , HINDCOPPER , Margin ,5,55.2,26535140,5
 TB63576 , HINDCOPPER , Margin ,23,55.2,26535141,23
 TB63576 , HINDCOPPER , Margin ,47,55.2,26535142,47
 TB0730 , HINDCOPPER , Margin ,200,55.1,26533674,200
 TB67843 , HINDCOPPER , Margin ,5,55.2,26533129,5
 TB67843 , HINDCOPPER , Margin ,45,55.2,26533130,45
 TB67843 , HINDCOPPER , Margin ,5,55.2,26533131,5
 TB67843 , HINDCOPPER , Margin ,45,55.2,26533132,45
 TB67843 , HINDCOPPER , Margin ,5,55.2,26533133,5
 TB67843 , HINDCOPPER , Margin ,45,55.2,26533134,45
 TB67843 , HINDCOPPER , Margin ,5,55.2,26533135,5
 TB67843 , HINDCOPPER , Margin ,45,55.2,26533136,45
 TB13363 , LUPIN , Margin ,5,810,51318815,5
 TB13363 , LUPIN , Margin ,10,810,51318816,10
 TB13363 , LUPIN , Margin ,68,810,51318825,68
 TB13363 , LUPIN , Margin ,1,810,51318737,1
 TB13363 , LUPIN , Margin ,1,810,51318738,1
 TB13363 , LUPIN , Margin ,8,810,51318582,8
 TB13363 , LUPIN , Margin ,3,810,51318616,3
 TB13363 , LUPIN , Margin ,4,810,51318617,4
 TB10148 , BANKNIFTY , CarryForWard ,40,139.4,51167474,1
 TB10148 , BANKNIFTY , CarryForWard ,40,139.35,51167475,1
 TB78461 , BHARTIARTL , Margin ,128,334.4,1305398,128
 TB78461 , BHARTIARTL , Margin ,149,334.3,1305399,149
 TB78461 , BHARTIARTL , Margin ,9,334.3,1305400,9
 TB78461 , BHARTIARTL , Margin ,13,334.3,1305401,13
 TB78461 , BHARTIARTL , Margin ,75,334.25,1305402,75
 TB78461 , BHARTIARTL , Margin ,50,334.25,1305403,50
 TB78461 , BHARTIARTL , Margin ,28,334.25,1305404,28
 TB78461 , BHARTIARTL , Margin ,129,334.2,1305405,129
 TB78461 , BHARTIARTL , Margin ,225,334.2,1305406,225
 TB78461 , BHARTIARTL , Margin ,112,334.2,1305407,112
 TB78461 , BHARTIARTL , Margin ,82,334.2,1305408,82
 TB11770 , VEDL , Margin ,25,204.95,76009063,25
 TB11770 , VEDL , Margin ,175,204.95,76009064,175
 TB11868 , HINDCOPPER , Margin ,500,55.15,26528746,500
 TB14190 , PCJEWELLER , Delivery ,20,81.6,51314274,20
 TB12037 , HDFC , Margin ,25,2020.8,26526449,25
 TB99846 , BANKNIFTY , CarryForWard ,200,13,51163620,5
 TB13017 , ONGC , Delivery ,4,163.35,51309283,4
 TB13017 , ONGC , Delivery ,14,163.35,51309284,14
 TB11161 , HFIL , Margin ,6,26.85,2284600,6
 TB48125 , SILVERMIC , IntraDay ,1,38262,110010130,1
 TB12466 , HINDUNILVR , Margin ,10,1654,26516687,10
 TB56200 , NICKELM , IntraDay ,1,917.7,510011556,0
 TB13591 , ADANIENT , Margin ,35,141.65,1289158,35
 TB10575 , BANKNIFTY , CarryForWard ,40,36.45,51157063,1
 TB12037 , SUNTV , Margin ,10,745.5,75990249,10
 TB99390 , HAVELLS , Margin ,50,560,26499762,50
 TB36143 , ICICIGI , Margin ,1,734.25,26498587,1
 TB36143 , ICICIGI , Margin ,1,734.25,26498588,1
 TB36143 , ICICIGI , Margin ,1,734.25,26498589,1
 TB36143 , ICICIGI , Margin ,1,734.25,26498590,1
 TB36143 , ICICIGI , Margin ,1,734.25,26498591,1
 TB36143 , ICICIGI , Margin ,1,734.25,26498592,1
 TB36143 , ICICIGI , Margin ,1,734.25,26498593,1
 TB36143 , ICICIGI , Margin ,1,734.25,26498594,1
 TB36143 , ICICIGI , Margin ,1,734.25,26498595,1
 TB36143 , ICICIGI , Margin ,1,734.25,26498596,1
 TB14682 , PNB , Margin ,300,75.5,51290775,300
 TB14479 , VEDL , Margin ,100,205,75987509,100
 TB14682 , PNB , Margin ,300,75.45,51291211,300
 TB99846 , BANKNIFTY , CarryForWard ,120,3,51151274,3
 TB35333 , BANKNIFTY , CarryForWard ,120,81.6,51151375,3
 TB35333 , BANKNIFTY , CarryForWard ,120,81.65,51151376,3
 TB13385 , HINDCOPPER , Margin ,100,55.1,26496519,100
 TB14016 , HINDALCO , Delivery ,5,213.15,26496340,5
 TB99846 , BANKNIFTY , CarryForWard ,80,3,51150675,2
 TB13347 , HINDALCO , Margin ,9,213.15,26494020,9
 TB13347 , HINDALCO , Margin ,219,213.1,26494021,219
 TB13347 , HINDALCO , Margin ,72,213.1,26494022,72
 TB13347 , HINDALCO , Margin ,50,213.1,26494023,50
 TB13347 , HINDALCO , Margin ,25,213.1,26494024,25
 TB13347 , HINDALCO , Margin ,150,213.1,26494025,150
 TB13347 , HINDALCO , Margin ,175,213.05,26494026,175
 TB99846 , BANKNIFTY , CarryForWard ,2000,3,51150152,50
 TB14016 , CGPOWER , Delivery ,20,56.95,1279304,20
 TB12812 , HINDPETRO , Margin ,50,286.8,26493266,50
 TB99846 , BANKNIFTY , CarryForWard ,40,3,51149948,1
 TB14016 , TATASTEEL , Delivery ,10,512.6,75982796,10
 TB99846 , BANKNIFTY , CarryForWard ,40,2.95,51148944,1
 TB99846 , BANKNIFTY , CarryForWard ,120,2.95,51148948,3
 TB36869 , JETAIRWAYS , Margin ,5,307.7,2806700,5
 TB78363 , SILVERM , IntraDay ,1,38301,110009264,0
 TB78363 , SILVERM , IntraDay ,1,38301,110009262,0
 TB78363 , SILVERM , IntraDay ,1,38301,110009260,0
 TB14609 , PCJEWELLER , Delivery ,2,80.9,51281510,2
 TB28571 , ONGC , Margin ,25,163.2,51276848,25
 TB0008 , BEL , Margin ,20,101.5,1269412,20
 TB13385 , ASIANTILES , Delivery ,20,284.15,1267653,20
 TB0308 , DISHTV , Margin ,25,67,1267307,25
 TB35333 , BANKNIFTY , CarryForWard ,120,169.25,51136508,3
 TB35333 , BANKNIFTY , CarryForWard ,40,169.25,51136509,1
 TB48125 , SILVERMIC , IntraDay ,1,38310,110009072,1
 TB14682 , SOUTHBANK , Margin ,300,22.1,75973472,300
 TB11770 , VEDL , Margin ,1,205,75971445,1
 TB11770 , VEDL , Margin ,199,205,75971446,199
 TB78461 , GAIL , Margin ,3,363.25,26472775,3
 TB78461 , GAIL , Margin ,12,363.25,26472776,12
 TB78461 , GAIL , Margin ,3,363.25,26472777,3
 TB78461 , GAIL , Margin ,12,363.25,26472778,12
 TB78461 , GAIL , Margin ,3,363.25,26472779,3
 TB78461 , GAIL , Margin ,12,363.25,26472780,12
 TB78461 , GAIL , Margin ,3,363.25,26472781,3
 TB78461 , GAIL , Margin ,12,363.25,26472782,12
 TB78461 , GAIL , Margin ,3,363.25,26472783,3
 TB78461 , GAIL , Margin ,12,363.25,26472784,12
 TB78461 , GAIL , Margin ,3,363.25,26472785,3
 TB78461 , GAIL , Margin ,12,363.25,26472786,12
 TB78461 , GAIL , Margin ,3,363.25,26472787,3
 TB78461 , GAIL , Margin ,12,363.25,26472788,12
 TB78461 , GAIL , Margin ,3,363.25,26472789,3
 TB78461 , GAIL , Margin ,12,363.25,26472790,12
 TB78461 , GAIL , Margin ,2,363.25,26472791,2
 TB78461 , GAIL , Margin ,21,363.25,26472792,21
 TB78461 , GAIL , Margin ,232,363.3,26472793,232
 TB78461 , GAIL , Margin ,27,363.3,26472794,27
 TB78461 , GAIL , Margin ,1,363.3,26472795,1
 TB78461 , GAIL , Margin ,66,363.3,26472796,66
 TB78461 , GAIL , Margin ,131,363.3,26472797,131
 TB39049 , LUXIND , Delivery ,1,1864,51267037,1
 TB38231 , VEDL , Margin ,200,205.5,75966490,200
 TB13345 , ADANIENT , Margin ,300,142,1257718,300
 TB70201 , BANKNIFTY , CarryForWard ,120,13,51120171,3
 TB94711 , HINDPETRO , IntraDay ,1575,286.05,75156331,1
 TB13017 , 63MOONS , Margin ,28,70,1666400,28
 TB94711 , BHARTIARTL , IntraDay ,1700,332.65,62642894,1
 TB78363 , SILVERM , IntraDay ,2,38319,110008788,0
 TB13328 , CRUDEOILM , IntraDay ,1,4633,210010854,0
 TB76800 , GAIL , Margin ,157,363.15,26460249,157
 TB76800 , GAIL , Margin ,100,363.15,26460152,100
 TB76800 , GAIL , Margin ,37,363.15,26460018,37
 TB76800 , GAIL , Margin ,10,363.15,26460019,10
 TB76800 , GAIL , Margin ,21,363.15,26460020,21
 TB76800 , GAIL , Margin ,5,363.15,26460021,5
 TB76800 , GAIL , Margin ,87,363.15,26460022,87
 TB76800 , GAIL , Margin ,10,363.15,26460023,10
 TB76800 , GAIL , Margin ,21,363.15,26460024,21
 TB76800 , GAIL , Margin ,5,363.15,26460025,5
 TB76800 , GAIL , Margin ,87,363.15,26460026,87
 TB76800 , GAIL , Margin ,10,363.15,26460027,10
 TB76800 , GAIL , Margin ,21,363.15,26460028,21
 TB76800 , GAIL , Margin ,5,363.15,26460029,5
 TB76800 , GAIL , Margin ,87,363.15,26460030,87
 TB76800 , GAIL , Margin ,10,363.15,26460031,10
 TB76800 , GAIL , Margin ,21,363.15,26460032,21
 TB76800 , GAIL , Margin ,5,363.15,26460033,5
 TB76800 , GAIL , Margin ,85,363.15,26460034,85
 TB76800 , GAIL , Margin ,10,363.15,26460035,10
 TB76800 , GAIL , Margin ,21,363.15,26460036,21
 TB76800 , GAIL , Margin ,5,363.15,26460037,5
 TB76800 , GAIL , Margin ,10,363.15,26460038,10
 TB76800 , GAIL , Margin ,21,363.15,26460039,21
 TB76800 , GAIL , Margin ,5,363.15,26460040,5
 TB76800 , GAIL , Margin ,10,363.15,26460041,10
 TB76800 , GAIL , Margin ,21,363.15,26460042,21
 TB76800 , GAIL , Margin ,5,363.15,26460043,5
 TB76800 , GAIL , Margin ,10,363.15,26460044,10
 TB76800 , GAIL , Margin ,21,363.15,26460045,21
 TB76800 , GAIL , Margin ,5,363.15,26460046,5
 TB76800 , GAIL , Margin ,10,363.15,26460047,10
 TB76800 , GAIL , Margin ,21,363.15,26460048,21
 TB76800 , GAIL , Margin ,5,363.15,26460049,5
 TB76800 , GAIL , Margin ,10,363.15,26460050,10
 TB76800 , GAIL , Margin ,21,363.15,26460051,21
 TB76800 , GAIL , Margin ,5,363.15,26460052,5
 TB13893 , SPARC , Margin ,50,365.5,75960473,50
 TB14365 , HDFC , Margin ,25,2015,26458122,25
 TB12854 , PCJEWELLER , Delivery ,100,81.25,51258399,100
 TB12652 , SAIL , Margin ,200,70.95,75959017,200
 TB10305 , HINDPETRO , Margin ,95,285.9,26456261,95
 TB10305 , HINDPETRO , Margin ,5,285.9,26455750,5
 TB76800 , ASHOKLEY , Margin ,100,117.75,1247638,100
 TB76800 , ASHOKLEY , Margin ,340,117.75,1247671,340
 TB76800 , ASHOKLEY , Margin ,560,117.75,1247673,560
 TB39049 , LUXIND , Delivery ,1,1858,51256298,1
 TB10535 , COPPER , IntraDay ,1,415.4,410012389,1
 TB62433 , ASHOKLEY , CarryForWard ,4000,3.5,62641375,1
 TB13747 , ASHOKLEY , Margin ,100,117.5,1242782,100
 TB69075 , BANKNIFTY , CarryForWard ,40,50.6,51113371,1
 TB86978 , ASHOKLEY , Margin ,151,117.75,1240631,151
 TB11545 , ITC , Margin ,50,269.9,26445725,50
 TB85413 , HINDPETRO , Margin ,175,286.4,26445479,175
 TB85413 , HINDPETRO , Margin ,75,286.45,26445480,75
 TB12016 , IBULHSGFIN , Margin ,14,1204.95,26444308,14
 TB12016 , IBULHSGFIN , Margin ,6,1204.95,26444309,6
 TB29339 , ALUMINI , MarginPlus ,2,138.9,710007619,2
 TB85413 , BHARTIARTL , Margin ,200,332.95,1230150,200
 TB13125 , LAOPALA , Margin ,50,244.7,51243132,50
 TB13125 , LAOPALA , Margin ,50,244.7,51242650,50
 TB14257 , PCJEWELLER , Margin ,200,80.8,51239310,200
 TB12854 , PCJEWELLER , Delivery ,24,80.55,51239409,24
 TB12854 , PCJEWELLER , Delivery ,26,80.55,51239410,26
 TB12854 , PCJEWELLER , Delivery ,150,80.55,51239421,150
 TB66206 , SBIN , Margin ,60,258.4,75944677,60
 TB11411 , HINDPETRO , MarginPlus ,1575,285.75,75154309,1
 TB14659 , BANKBARODA , Margin ,50,116.5,1225072,50
 TB20929 , LEAD , IntraDay ,2,147.65,710007494,0
 TB12854 , ORIENTBANK , Margin ,125,67.25,51233519,125
 TB12854 , ORIENTBANK , Margin ,375,67.25,51233525,375
 TB13505 , HINDPETRO , MarginPlus ,1575,285.1,75154044,1
 TB11161 , HFIL , Margin ,100,27,2107700,100
 TB69075 , BANKNIFTY , CarryForWard ,40,48.55,51101789,1
 TB14659 , BANKBARODA , Margin ,50,116.25,1217857,50
 TB10996 , BANKNIFTY , CarryForWard ,40,85,51100846,1
 TB14659 , BANKINDIA , Margin ,100,78.1,1216484,100
 TB89145 , HINDPETRO , MarginPlus ,1575,285.75,75153540,1
 TB63802 , HINDPETRO , Margin ,9,285.9,26422909,9
 TB63802 , HINDPETRO , Margin ,24,285.9,26422910,24
 TB63802 , HINDPETRO , Margin ,67,285.9,26422911,67
 TB13627 , EXCELCROP , Delivery ,3,3965,26419004,3
 TB76800 , TATASTEEL , Margin ,1061,514.15,75930662,1061
 TB76800 , TATASTEEL , Margin ,768,514.15,75930663,768
 TB36869 , SPMLINFRA , Delivery ,10,78.4,75929845,10
 TB76800 , TATASTEEL , Margin ,44,514.15,75929705,44
 TB76800 , TATASTEEL , Margin ,1,514.2,75929519,1
 TB76800 , TATASTEEL , Margin ,126,514.15,75929520,126
 TB12854 , PCJEWELLER , Delivery ,25,81.25,51219784,25
 TB12854 , PCJEWELLER , Delivery ,35,81.25,51219734,35
 TB12854 , PCJEWELLER , Delivery ,35,81.25,51219752,35
 TB12854 , PCJEWELLER , Delivery ,35,81.25,51219754,35
 TB12854 , PCJEWELLER , Delivery ,35,81.25,51219756,35
 TB12812 , HINDPETRO , Margin ,50,285.7,26413006,50
 TB12854 , PCJEWELLER , Delivery ,35,81.25,51219545,35
 TB14398 , JETAIRWAYS , MarginPlus ,1200,308.3,37614780,1
 TB13347 , ASHOKLEY , Margin ,200,119.1,1200449,200
 TB13347 , ASHOKLEY , Margin ,12,119.1,1200461,12
 TB13347 , ASHOKLEY , Margin ,100,119.1,1200266,100
 TB13347 , ASHOKLEY , Margin ,1,119.1,1200306,1
 TB13347 , ASHOKLEY , Margin ,100,119.1,1200346,100
 TB13347 , ASHOKLEY , Margin ,100,119.1,1200349,100
 TB13347 , ASHOKLEY , Margin ,100,119.1,1200361,100
 TB13347 , ASHOKLEY , Margin ,487,119.1,1200213,487
 TB78573 , HINDALCO , Margin ,100,214.25,26405675,100
 TB12823 , ADANIPORTS , Margin ,20,369.3,1197799,20
 TB0308 , CAPF , Margin ,10,483,1196228,10
 TB22583 , IOB , Margin ,169,14.2,26401692,169
 TB22583 , IOB , Margin ,831,14.2,26401717,831
 TB14662 , CRUDEOILM , IntraDay ,1,4629,210010219,0
 TB13764 , TATAGLOBAL , CarryForWard ,2250,0.9,25179227,1
 TB12181 , IDEA , Margin ,10,49.85,26398229,10
 TB12946 , WIPRO , Margin ,14,285.9,75916304,14
 TB13764 , TATAGLOBAL , CarryForWard ,2250,0.9,25178997,1
 TB12946 , WIPRO , Margin ,86,285.9,75915937,86
 TB11161 , PCJEWELLER , Margin ,100,81.6,51204581,100
 TB14602 , BHEL , Margin ,30,65.9,1191344,30
 TB14602 , BHEL , Margin ,170,65.9,1191345,170
 TB12854 , PCJEWELLER , Margin ,15,82.55,51198793,15
 TB12854 , PCJEWELLER , Margin ,35,82.55,51198808,35
 TB12854 , PCJEWELLER , Margin ,65,82.25,51199282,65
 TB12854 , PCJEWELLER , Margin ,65,82.25,51199349,65
 TB12854 , PCJEWELLER , Margin ,65,82.25,51199351,65
 TB12854 , PCJEWELLER , Margin ,5,82.25,51199353,5
 TB12946 , PCJEWELLER , Margin ,100,82.1,51199521,100
 TB12854 , PCJEWELLER , Margin ,35,81.55,51200285,35
 TB12854 , PCJEWELLER , Margin ,35,81.55,51200291,35
 TB12854 , PCJEWELLER , Margin ,35,81.55,51200294,35
 TB12854 , PCJEWELLER , Margin ,35,81.55,51200297,35
 TB12854 , PCJEWELLER , Margin ,10,81.55,51200300,10
 TB12854 , PCJEWELLER , Margin ,35,81.2,51200763,35
 TB12854 , PCJEWELLER , Margin ,65,81.2,51200767,65
 TB13893 , SPARC , Margin ,50,367.7,75913600,50
 TB22848 , ZINCMINI , IntraDay ,1,172.6,610009757,1
 TB0308 , CHENNPETRO , Margin ,5,270,1188827,5
 TB13122 , RELIANCE , CarryForWard ,1000,13.9,87625178,1
 TB12812 , TATAMOTORS , Margin ,100,253.55,75910358,100
 TB12208 , GMBREW , Margin ,35,750.6,26383019,35
 TB14682 , SOUTHBANK , Margin ,100,22.15,75906346,100
 TB0308 , CYIENT , Margin ,10,693.5,1182361,10
 TB66206 , SBIN , Margin ,60,258,75905662,60
 TB53458 , VEDL , Margin ,122,206.8,75904834,122
 TB53458 , VEDL , Margin ,728,206.8,75904835,728
 TB63802 , HEROMOTOCO , Margin ,2,3489.75,26377594,2
 TB63802 , HEROMOTOCO , Margin ,1,3490,26377595,1
 TB63802 , HEROMOTOCO , Margin ,1,3490,26377596,1
 TB63802 , HEROMOTOCO , Margin ,1,3490,26377597,1
 TB63802 , HEROMOTOCO , Margin ,1,3490.2,26377598,1
 TB63802 , HEROMOTOCO , Margin ,3,3491.35,26377599,3
 TB63802 , HEROMOTOCO , Margin ,27,3491.35,26377600,27
 TB63802 , HEROMOTOCO , Margin ,14,3491.4,26377601,14
 TB10943 , BANKNIFTY , CarryForWard ,40,14.5,51082909,1
 TB22848 , COPPER , IntraDay ,1,415.3,410011516,1
 TB50047 , WIPRO , Margin ,10,285.85,75902339,10
 TB14659 , BANKBARODA , Margin ,100,116.35,1177459,100
 TB36869 , UNITDSPR , Margin ,5,566.55,914100,5
 TB56223 , BANKNIFTY , CarryForWard ,80,33.65,51080177,2
 TB0308 , GLENMARK , Margin ,10,552.4,26366336,10
 TB13188 , SILVERM , IntraDay ,1,38400,110006806,0
 TB82791 , TATAGLOBAL , Margin ,4,238.8,75896218,4
 TB78573 , FEDERALBNK , Margin ,716,85.55,26363011,716
 TB78573 , FEDERALBNK , Margin ,284,85.55,26362814,284
 TB13347 , HINDALCO , Margin ,200,214.6,26360406,200
 TB13747 , ASHOKLEY , Margin ,50,118.9,1167213,50
 TB10535 , ZINC , IntraDay ,1,172.75,610009240,0
 TB14479 , HINDPETRO , Margin ,1421,284,26357948,1421
 TB14479 , HINDPETRO , Margin ,400,284,26357949,400
 TB57697 , ZINCMINI , IntraDay ,3,172.8,610009219,3
 TB14479 , HINDPETRO , Margin ,179,284,26354911,179
 TB96893 , COPPER , IntraDay ,1,415.3,410011159,1
 TB14659 , BANKBARODA , Margin ,100,116.15,1163034,100
 TB78573 , JYOTHYLAB , Margin ,4,213.9,26354352,4
 TB78573 , JYOTHYLAB , Margin ,7,213.9,26354353,7
 TB78573 , JYOTHYLAB , Margin ,189,214,26354354,189
 TB85413 , YESBANK , Margin ,85,385.5,75889615,85
 TB85413 , YESBANK , Margin ,15,385.5,75889616,15
 TB0668 , IBREALEST , Margin ,1,149.3,26348902,1
 TB0668 , IBREALEST , Margin ,25,149.3,26348903,25
 TB0668 , IBREALEST , Margin ,7,149.3,26348904,7
 TB0668 , IBREALEST , Margin ,117,149.35,26348905,117
 TB13893 , GNFC , Margin ,90,404.55,26346698,90
 TB13893 , GNFC , Margin ,10,404.35,26346699,10
 TB11411 , VEDL , IntraDay ,1750,207,25173284,1
 TB75655 , KOLTEPATIL , Margin ,20,283,51159742,20
 TB96898 , TATAMOTORS , Margin ,2,253.1,75884407,2
 TB12502 , SBIN , Margin ,1000,258.3,75882712,1000
 TB13627 , EXCELCROP , Delivery ,5,3900,26343698,5
 TB15813 , NIFTY , CarryForWard ,675,69.5,331053,9
 TB0308 , GLENMARK , Margin ,5,553,26340919,5
 TB89145 , VEDL , IntraDay ,1750,207.1,25172421,1
 TB13385 , ASIANTILES , Delivery ,2,285.05,1152069,2
 TB13893 , RELIANCE , Margin ,20,1095,51154113,20
 TB13385 , ASIANTILES , Delivery ,2,285.05,1151631,2
 TB14491 , COPPERM , IntraDay ,2,415.1,410010757,0
 TB13385 , ASIANTILES , Delivery ,3,285.05,1151219,3
 TB13627 , TATAMTRDVR , Margin ,20,141.1,75878903,20
 TB13385 , ASIANTILES , Delivery ,2,285.05,1150754,2
 TB13385 , ASIANTILES , Delivery ,3,285.05,1150408,3
 TB13347 , YESBANK , Margin ,25,385.5,75878330,25
 TB13347 , YESBANK , Margin ,75,385.5,75878331,75
 TB76800 , TATASTEEL , Margin ,1,516.35,75877904,1
 TB76800 , TATASTEEL , Margin ,1,516.35,75877905,1
 TB13385 , ASIANTILES , Delivery ,2,285.05,1149652,2
 TB76800 , TATASTEEL , Margin ,300,516.35,75877951,300
 TB76800 , TATASTEEL , Margin ,10,516.35,75877957,10
 TB76800 , TATASTEEL , Margin ,1688,516.35,75877958,1688
 TB13385 , ASIANTILES , Delivery ,2,285.05,1149166,2
 TB13385 , ASIANTILES , Delivery ,3,285.05,1148384,3
 TB13385 , ASIANTILES , Delivery ,2,285.05,1147879,2
 TB13017 , ASIANPAINT , Margin ,1,1399.95,1147369,1
 TB13017 , ASIANPAINT , Margin ,1,1399.95,1147370,1
 TB13017 , ASIANPAINT , Margin ,2,1399.95,1147371,2
