Client,Symbol/ScripId,Product Type,Quantity,Price,Trade No.,Lots
 TB32066 , BPCL , Margin ,440,399.8,2180430,440
 TB0687 , FEDERALBNK , Delivery ,105,84.85,27530299,105
 TB78363 , SILVERM , IntraDay ,1,38181,110019546,0
 TB78363 , SILVERM , IntraDay ,2,38181,110019547,0
 TB38986 , TATASTEEL , Margin ,1,504.25,76767154,1
 TB38986 , TATASTEEL , Margin ,89,504.25,76767155,89
 TB38986 , TATASTEEL , Margin ,249,504.25,76767156,249
 TB38986 , TATASTEEL , Margin ,99,504.25,76767157,99
 TB38986 , TATASTEEL , Margin ,1,504.2,76767158,1
 TB38986 , TATASTEEL , Margin ,2,504.15,76767159,2
 TB38986 , TATASTEEL , Margin ,5,504.15,76767160,5
 TB38986 , TATASTEEL , Margin ,2,504.15,76767161,2
 TB38986 , TATASTEEL , Margin ,249,504.15,76767162,249
 TB38986 , TATASTEEL , Margin ,168,504.15,76767163,168
 TB38986 , TATASTEEL , Margin ,245,504.15,76767164,245
 TB38986 , TATASTEEL , Margin ,196,504.15,76767165,196
 TB38986 , TATASTEEL , Margin ,196,504.15,76767166,196
 TB38986 , TATASTEEL , Margin ,50,504.1,76767167,50
 TB38986 , TATASTEEL , Margin ,50,504.1,76767168,50
 TB38986 , TATASTEEL , Margin ,79,504.1,76767169,79
 TB38986 , TATASTEEL , Margin ,119,504.1,76767170,119
 TB12466 , DLF , Margin ,20,171.5,2174862,20
 TB32066 , BPCL , Margin ,6,399.8,2174504,6
 TB0308 , PRSMJOHNSN , Margin ,10,94.05,52205977,10
 TB32066 , BPCL , Margin ,100,399.95,2174228,100
 TB0308 , AJMERA , Margin ,5,202.35,2173740,5
 TB0308 , AJMERA , Margin ,20,202.3,2173741,20
 TB13412 , ITC , MarginPlus ,100,268.6,27522930,100
 TB32066 , BPCL , Margin ,1,399.8,2173636,1
 TB32066 , BPCL , Margin ,13,399.8,2173225,13
 TB63802 , HINDUNILVR , Margin ,9,1631.35,27521695,9
 TB63802 , HINDUNILVR , Margin ,11,1631.35,27521696,11
 TB10102 , STRTECH , Delivery ,1,315.05,76763045,1
 TB11630 , ASHOKLEY , Margin ,200,112.8,2170884,200
 TB71986 , BANKNIFTY , CarryForWard ,40,4.85,52829453,1
 TB22583 , ANDHRABANK , Margin ,1500,30.6,2169464,1500
 TB0308 , TATAMOTORS , Margin ,10,250.2,76759495,10
 TB96990 , DHFL , Margin ,10,605.05,2168491,10
 TB96990 , DHFL , Margin ,31,605,2168492,31
 TB96990 , DHFL , Margin ,59,605,2168493,59
 TB0003 , BPCL , Margin ,4,399.95,2168076,4
 TB0003 , BPCL , Margin ,1,399.95,2168077,1
 TB56223 , BANKNIFTY , CarryForWard ,80,3.5,52824121,2
 TB56223 , BANKNIFTY , CarryForWard ,40,3.5,52824122,1
 TB98172 , JISLJALEQS , Margin ,45,79,27512865,45
 TB32066 , BPCL , Margin ,80,399.6,2166439,80
 TB32066 , BPCL , Margin ,6,399.6,2166491,6
 TB32066 , BPCL , Margin ,27,399.6,2166503,27
 TB32066 , BPCL , Margin ,7,399.6,2166310,7
 TB32066 , BPCL , Margin ,15,399.6,2166311,15
 TB32066 , BPCL , Margin ,2,399.6,2166115,2
 TB32066 , BPCL , Margin ,73,399.6,2165841,73
 TB32066 , BPCL , Margin ,3,399.6,2165551,3
 TB98172 , JISLJALEQS , Margin ,250,79,27510259,250
 TB32066 , BPCL , Margin ,90,399.6,2165396,90
 TB32066 , BPCL , Margin ,17,399.6,2165450,17
 TB98172 , JISLJALEQS , Margin ,10,79,27510041,10
 TB98172 , JISLJALEQS , Margin ,25,79,27510068,25
 TB32066 , BPCL , Margin ,18,399.6,2165377,18
 TB32066 , BPCL , Margin ,8,399.6,2165383,8
 TB32066 , BPCL , Margin ,75,399.6,2165244,75
 TB32066 , BPCL , Margin ,50,399.6,2165293,50
 TB32066 , BPCL , Margin ,13,399.6,2165112,13
 TB32066 , BPCL , Margin ,2,399.6,2165029,2
 TB32066 , BPCL , Margin ,9,399.6,2164956,9
 TB32066 , BPCL , Margin ,45,399.6,2164806,45
 TB98172 , JISLJALEQS , Margin ,100,79,27509001,100
 TB98172 , JISLJALEQS , Margin ,570,79,27509054,570
 TB0305 , BANKNIFTY , CarryForWard ,40,35.4,52809485,1
 TB32066 , IDEA , Margin ,2730,50.2,27507249,2730
 TB32066 , IDEA , Margin ,1029,50.2,27506971,1029
 TB32066 , IDEA , Margin ,7000,50.2,27506847,7000
 TB32066 , IDEA , Margin ,50,50.2,27506851,50
 TB32066 , IDEA , Margin ,150,50.2,27506870,150
 TB14479 , HINDPETRO , Margin ,17,284.3,27506711,17
 TB14479 , HINDPETRO , Margin ,983,284.3,27506735,983
 TB32066 , IDEA , Margin ,100,50.2,27505709,100
 TB32066 , IDEA , Margin ,475,50.2,27504266,475
 TB32066 , IDEA , Margin ,20,50.2,27504123,20
 TB32066 , IDEA , Margin ,2000,50.2,27503975,2000
 TB32066 , IDEA , Margin ,76,50.2,27503873,76
 TB98172 , JISLJALEQS , Margin ,1000,78.85,27503724,1000
 TB32066 , IDEA , Margin ,507,50.2,27503766,507
 TB32066 , IDEA , Margin ,200,50.2,27503549,200
 TB32066 , IDEA , Margin ,6,50.2,27503335,6
 TB32066 , IDEA , Margin ,157,50.2,27503311,157
 TB14649 , HINDUNILVR , CarryForWard ,600,25.5,75249323,1
 TB13017 , TATACHEM , Margin ,28,671,76749892,28
 TB63802 , BPCL , Margin ,50,400.55,2157812,50
 TB40106 , ASHOKLEY , Delivery ,44,112.6,2156892,44
 TB96990 , APOLLOTYRE , Margin ,100,272.75,2155671,100
 TB13228 , NIFTY , CarryForWard ,75,62.75,933109,1
 TB0308 , TATAMOTORS , Margin ,10,250.1,76739199,10
 TB18344 , BANKNIFTY , CarryForWard ,80,25,52761422,2
 TB61144 , NIFTY , CarryForWard ,75,60,927174,1
 TB14595 , NIFTY , CarryForWard ,75,87.8,926249,1
 TB14595 , NIFTY , CarryForWard ,75,87.75,926250,1
 TB10973 , NIFTY , CarryForWard ,75,62,925641,1
 TB0308 , AJMERA , Margin ,10,203.1,2139313,10
 TB0308 , AJMERA , Margin ,10,203.1,2139314,10
 TB0308 , AJMERA , Margin ,10,203.1,2139315,10
 TB0308 , AJMERA , Margin ,10,203,2139317,10
 TB0308 , AJMERA , Margin ,10,203,2139320,10
 TB0308 , AJMERA , Margin ,10,203,2139321,10
 TB13410 , TECHM , Margin ,1663,640,76733635,1663
 TB0308 , AUROPHARMA , Margin ,5,572,2138470,5
 TB12275 , NCC , Margin ,10,81.9,52162781,10
 TB22848 , ALUMINI , IntraDay ,1,138.8,710020587,1
 TB0308 , RELCAPITAL , Margin ,2,341.55,52159648,2
 TB0308 , RELCAPITAL , Margin ,3,341.55,52159649,3
 TB39049 , LUXIND , Delivery ,2,1852.5,52159847,2
 TB11158 , TATASTEEL , CarryForWard ,1061,6.1,25320213,1
 TB10148 , SBIN , Margin ,38,258.6,76730872,38
 TB10148 , SBIN , Margin ,20,258.55,76730873,20
 TB10148 , SBIN , Margin ,193,258.55,76730874,193
 TB10148 , SBIN , Margin ,349,258.55,76730875,349
 TB13352 , TATASTEEL , Delivery ,1,503,76730265,1
 TB10711 , BANKNIFTY , CarryForWard ,40,30,52730804,1
 TB53820 , BANKNIFTY , CarryForWard ,40,51,52727629,1
 TB12854 , ORIENTBANK , Margin ,50,67.8,52150605,50
 TB12466 , IOC , Margin ,10,167.5,27463010,10
 TB12854 , ORIENTBANK , Margin ,125,67.8,52144959,125
 TB15813 , NIFTY , CarryForWard ,900,29,913355,12
 TB83968 , IDEA , Margin ,150,50,27461737,150
 TB83968 , IDEA , Margin ,300,50,27461738,300
 TB13400 , ONGC , Margin ,500,163,52142290,500
 TB0308 , AJMERA , Margin ,15,203.25,2122698,15
 TB69075 , BANKNIFTY , CarryForWard ,40,57.8,52713991,1
 TB12178 , BANKNIFTY , CarryForWard ,40,28,52706688,1
 TB12178 , BANKNIFTY , CarryForWard ,120,28,52706689,3
 TB31459 , IGL , Delivery ,10,267.5,27451881,10
 TB18774 , VOLTAS , Delivery ,10,536.85,76717289,10
 TB18774 , VOLTAS , Delivery ,23,536.85,76717290,23
 TB18774 , VOLTAS , Delivery ,1,536.85,76717291,1
 TB18774 , VOLTAS , Delivery ,11,536.85,76717292,11
 TB18774 , VOLTAS , Delivery ,5,536.85,76717293,5
 TB0308 , AJMERA , Margin ,5,203.3,2114032,5
 TB0308 , AJMERA , Margin ,8,203.25,2114033,8
 TB11158 , BHARTIARTL , CarryForWard ,1700,5.3,62735700,1
 TB0308 , TATAMOTORS , Margin ,15,250.75,76714233,15
 TB10041 , SUNPHARMA , Margin ,20,545.2,76712374,20
 TB14398 , LUPIN , MarginPlus ,700,806,37699143,1
 TB14398 , LUPIN , MarginPlus ,700,806,37699144,1
 TB74967 , PARAGMILK , Margin ,10,293.2,52120426,10
 TB38760 , TATAELXSI , CarryForWard ,800,29.5,25316965,1
 TB11002 , SUNPHARMA , Margin ,25,546.4,76708604,25
 TB12178 , MCDOWELL-N , Margin ,10,557.8,52116067,10
 TB12854 , ORIENTBANK , Margin ,100,67.8,52114348,100
 TB57332 , ONGC , Margin ,100,163.5,52114199,100
 TB12854 , ORIENTBANK , Margin ,25,67.8,52113786,25
 TB11630 , ASHOKLEY , Margin ,51,112.1,2091570,51
 TB11630 , ASHOKLEY , Margin ,149,112.1,2091571,149
 TB35333 , BANKNIFTY , CarryForWard ,40,35.85,52671736,1
 TB35333 , BANKNIFTY , CarryForWard ,40,35.9,52671737,1
 TB57332 , ONGC , Margin ,100,163.7,52103207,100
 TB0003 , ONGC , Margin ,6,163.6,52101813,6
 TB0003 , ONGC , Margin ,4,163.6,52101588,4
 TB12854 , PCJEWELLER , Delivery ,65,78.25,52097952,65
 TB12854 , PCJEWELLER , Delivery ,65,78.25,52097968,65
 TB12854 , PCJEWELLER , Delivery ,65,78.25,52097971,65
 TB12854 , PCJEWELLER , Delivery ,65,78.25,52097973,65
 TB12854 , PCJEWELLER , Delivery ,65,78.25,52097975,65
 TB12854 , PCJEWELLER , Delivery ,65,78.25,52097977,65
 TB12854 , PCJEWELLER , Delivery ,65,78.25,52097979,65
 TB12854 , PCJEWELLER , Delivery ,45,78.25,52097981,45
 TB31592 , MENTHAOIL , MarginPlus ,1,1510.7,610032533,0
 TB97693 , ASHOKLEY , Margin ,500,110.5,2070677,500
 TB0656 , JISLJALEQS , Delivery ,10,80,27415438,10
 TB82888 , JAMNAAUTO , Delivery ,500,86.35,27412433,500
 TB81526 , TATASTEEL , Margin ,50,506.55,76689744,50
 TB0308 , ICICIBANK , Margin ,10,262.1,27409308,10
 TB14363 , NIITTECH , Margin ,25,1110,52089276,25
 TB98172 , IGL , Margin ,300,267,27406608,300
 TB11732 , IOC , CarryForWard ,3000,2.75,37696091,1
 TB14602 , IGL , Margin ,3,267.5,27403434,3
 TB14602 , IGL , Margin ,97,267.5,27403435,97
 TB81526 , TATAMOTORS , Margin ,40,250.9,76682975,40
 TB81526 , TATASTEEL , Margin ,40,506.4,76681285,40
 TB81526 , TATASTEEL , Margin ,3,506.4,76681312,3
 TB81526 , TATASTEEL , Margin ,7,506.4,76681186,7
 TB12973 , IOC , CarryForWard ,3000,2.7,37695710,1
 TB12973 , PNB , Margin ,1000,75.5,52079085,1000
 TB11732 , PNB , CarryForWard ,5500,2.25,87731255,1
 TB13410 , TECHM , Margin ,97,640,76672989,97
 TB13410 , TECHM , Margin ,1000,640,76672990,1000
 TB13410 , TECHM , Margin ,50,640,76672991,50
 TB13410 , TECHM , Margin ,320,640,76672992,320
 TB13410 , TECHM , Margin ,70,640,76672993,70
 TB13410 , TECHM , Margin ,500,640,76672994,500
 TB13410 , TECHM , Margin ,100,640,76672995,100
 TB13410 , TECHM , Margin ,200,640,76672996,200
 TB0305 , JINDALSTEL , CarryForWard ,2250,3.8,37695012,1
 TB13385 , ASIANTILES , Delivery ,150,285.65,2022937,150
 TB14595 , NIFTY , CarryForWard ,75,97.65,879393,1
 TB81526 , TATAMOTORS , Margin ,40,251.15,76668248,40
 TB0308 , RELCAPITAL , Margin ,7,343,52068427,7
 TB0308 , RELCAPITAL , Margin ,3,343,52068428,3
 TB69075 , BANKNIFTY , CarryForWard ,40,35.25,52607523,1
 TB50846 , BANKNIFTY , CarryForWard ,80,35,52601876,2
 TB14659 , BANKBARODA , Margin ,20,116.7,2013225,20
 TB13412 , YESBANK , MarginPlus ,207,382.3,76665398,207
 TB13412 , YESBANK , MarginPlus ,133,382.3,76665399,133
 TB0308 , AJMERA , Margin ,10,204,2012457,10
 TB0308 , AJMERA , Margin ,10,204,2012458,10
 TB11495 , ASHOKLEY , CarryForWard ,4000,1.6,62720501,1
 TB0308 , TATAMOTORS , Margin ,10,251,76663775,10
 TB0308 , TATAMOTORS , Margin ,10,251,76663784,10
 TB10535 , CRUDEOIL , IntraDay ,1,4625,210022482,0
 TB68968 , JINDALSTEL , Margin ,10,190.5,27368055,10
 TB29191 , ASHOKLEY , CarryForWard ,12000,0.6,62719434,3
 TB12039 , BATAINDIA , CarryForWard ,1100,9.95,62719347,1
 TB11495 , ASHOKLEY , Delivery ,20,116,1998655,20
 TB11495 , ASHOKLEY , Delivery ,20,116,1998734,20
 TB11495 , ASHOKLEY , Delivery ,20,116,1998794,20
 TB11495 , ASHOKLEY , Delivery ,20,116,1998863,20
 TB11495 , ASHOKLEY , Delivery ,20,116,1997314,20
 TB38986 , ASHOKLEY , Margin ,2997,116.25,1990337,2997
 TB38986 , ASHOKLEY , Margin ,66,116.3,1990338,66
 TB38986 , ASHOKLEY , Margin ,100,116.3,1990339,100
 TB38986 , ASHOKLEY , Margin ,50,116.3,1990340,50
 TB38986 , ASHOKLEY , Margin ,1468,116.3,1990341,1468
 TB38986 , ASHOKLEY , Margin ,100,116.3,1990342,100
 TB38986 , ASHOKLEY , Margin ,1468,116.35,1990343,1468
 TB38986 , ASHOKLEY , Margin ,140,116.35,1990344,140
 TB38986 , ASHOKLEY , Margin ,14,116.35,1990345,14
 TB38986 , ASHOKLEY , Margin ,20,116.35,1990346,20
 TB38986 , ASHOKLEY , Margin ,78,116.35,1990347,78
 TB38986 , ASHOKLEY , Margin ,912,116.35,1990348,912
 TB38986 , ASHOKLEY , Margin ,100,116.35,1990349,100
 TB38986 , ASHOKLEY , Margin ,487,116.4,1990350,487
 TB11514 , ICICIBANK , Delivery ,1,263,27361577,1
 TB14488 , BANKNIFTY , CarryForWard ,200,9.5,52563302,5
 TB26770 , ASHOKLEY , Delivery ,1000,116.5,1983072,1000
 TB10711 , BANKNIFTY , CarryForWard ,40,45,52560579,1
 TB71825 , IBULHSGFIN , Margin ,1,1200.5,27356690,1
 TB71825 , IBULHSGFIN , Margin ,99,1200.5,27356038,99
 TB14682 , PNB , Margin ,325,75.7,52051889,325
 TB71825 , IBULHSGFIN , Margin ,75,1200,27348976,75
 TB71825 , IBULHSGFIN , Margin ,3,1200,27348977,3
 TB71825 , IBULHSGFIN , Margin ,16,1200,27348978,16
 TB71825 , IBULHSGFIN , Margin ,5,1200,27348979,5
 TB71825 , IBULHSGFIN , Margin ,1,1200,27348980,1
 TB0308 , AJMERA , Margin ,5,204.55,1975703,5
 TB0308 , AJMERA , Margin ,5,204.6,1975704,5
 TB14016 , STRTECH , Delivery ,20,317.6,76641164,20
 TB12655 , ADANIPOWER , Margin ,20,20.7,1966966,20
 TB53762 , ASHOKLEY , CarryForWard ,4000,2,62716198,1
 TB0308 , AJMERA , Margin ,15,204.8,1966054,15
 TB12854 , PCJEWELLER , Delivery ,100,79.2,52035628,100
 TB14449 , BANKNIFTY , CarryForWard ,40,11.3,52535171,1
 TB55012 , CRUDEOILM , IntraDay ,5,4621,210021449,0
 TB14682 , PNB , Margin ,325,75.75,52030107,325
 TB13017 , VOLTAS , Margin ,8,538,76633917,8
 TB13412 , YESBANK , MarginPlus ,10,382.65,76632253,10
 TB13412 , YESBANK , MarginPlus ,100,382.6,76632254,100
 TB13412 , YESBANK , MarginPlus ,100,382.55,76632255,100
 TB13412 , YESBANK , MarginPlus ,5,382.5,76632256,5
 TB13412 , YESBANK , MarginPlus ,10,382.5,76632257,10
 TB13412 , YESBANK , MarginPlus ,115,382.5,76632258,115
 TB0308 , AJMERA , Margin ,10,204,1956068,10
 TB11002 , SUNPHARMA , Margin ,47,548.6,76630270,47
 TB11002 , SUNPHARMA , Margin ,3,548.6,76630223,3
 TB12655 , ADANIPOWER , Margin ,25,20.5,1949703,25
 TB11002 , SUNPHARMA , Margin ,32,547.6,76625272,32
 TB11002 , SUNPHARMA , Margin ,18,547.6,76625250,18
 TB13188 , SILVERM , IntraDay ,1,38240,110016862,0
 TB69075 , BANKNIFTY , CarryForWard ,40,49.25,52511792,1
 TB13893 , SBIN , Margin ,100,259.9,5019500,100
 TB14449 , BANKNIFTY , CarryForWard ,40,13.65,52507559,1
 TB14649 , HINDUNILVR , CarryForWard ,600,21.55,75234091,1
 TB12655 , JPASSOCIAT , Margin ,15,14.35,27300614,15
 TB14717 , CRUDEOILM , MarginPlus ,5,4629,210020323,0
 TB11558 , BANKNIFTY , CarryForWard ,40,15,52500584,1
 TB56918 , BANKNIFTY , CarryForWard ,40,20,52498771,1
 TB14659 , BANKBARODA , Margin ,10,117.4,1935187,10
 TB37000 , ULTRACEMCO , Margin ,10,3911.5,76613233,10
 TB14479 , HINDPETRO , Margin ,142,285.15,27291007,142
 TB14479 , HINDPETRO , Margin ,25,285.15,27290859,25
 TB14479 , HINDPETRO , Margin ,3,285.15,27290688,3
 TB14479 , HINDPETRO , Margin ,1000,285.15,27290691,1000
 TB14479 , HINDPETRO , Margin ,138,285.15,27290698,138
 TB14479 , HINDPETRO , Margin ,30,285.15,27290634,30
 TB14479 , HINDPETRO , Margin ,19,285.15,27290587,19
 TB14479 , HINDPETRO , Margin ,640,285.15,27290497,640
 TB14479 , HINDPETRO , Margin ,3,285.15,27290272,3
 TB57697 , ZINCMINI , IntraDay ,1,176.35,610029887,1
 TB57697 , ZINCMINI , IntraDay ,1,176.35,610029888,1
 TB57697 , ZINCMINI , IntraDay ,1,176.35,610029889,1
 TB0308 , PRSMJOHNSN , Margin ,10,95,51996715,10
 TB13122 , FEDERALBNK , CarryForWard ,5500,1.45,75232696,1
 TB12722 , HINDZINC , Margin ,68,269.35,27281262,68
 TB12722 , HINDZINC , Margin ,18,269.35,27281263,18
 TB12722 , HINDZINC , Margin ,370,269.4,27281264,370
 TB12722 , HINDZINC , Margin ,11,269.45,27281265,11
 TB12722 , HINDZINC , Margin ,33,269.45,27281266,33
 TB14717 , NATURALGAS , IntraDay ,1,188,710018459,0
 TB12178 , MCDOWELL-N , Margin ,10,561.05,51994870,10
 TB14274 , LICHSGFIN , Delivery ,6,518.6,51989739,6
 TB79761 , TNPETRO , Margin ,161,35.5,76600366,161
 TB91501 , TATASTEEL , Delivery ,1,508.95,76600409,1
 TB91501 , TATASTEEL , Delivery ,1,508.95,76600410,1
 TB91501 , TATASTEEL , Delivery ,3,508.95,76600411,3
 TB11161 , PCJEWELLER , Margin ,51,78.4,51986554,51
 TB36869 , ORIENTBANK , Delivery ,10,68.2,2621900,10
 TB35333 , BANKNIFTY , CarryForWard ,80,47.95,52468757,2
 TB35333 , BANKNIFTY , CarryForWard ,200,48,52468758,5
 TB35333 , BANKNIFTY , CarryForWard ,40,48,52468759,1
 TB35333 , BANKNIFTY , CarryForWard ,120,48.05,52468760,3
 TB13400 , BANKNIFTY , CarryForWard ,40,7,52454943,1
 TB35333 , BANKNIFTY , CarryForWard ,40,81.05,52454818,1
 TB35333 , BANKNIFTY , CarryForWard ,240,81,52454819,6
 TB0008 , BEL , Margin ,55,99.8,1909654,55
 TB14057 , HDFCBANK , CarryForWard ,500,2200,75229964,1
 TB69075 , BANKNIFTY , CarryForWard ,40,48.05,52449012,1
 TB14274 , LICNFNHGP , Delivery ,20,114.5,51974294,20
 TB11558 , BANKNIFTY , CarryForWard ,80,16.5,52441372,2
 TB11558 , BANKNIFTY , CarryForWard ,80,16.5,52441373,2
 TB56200 , NICKELM , IntraDay ,1,912.5,510020887,0
 TB12674 , MARUTI , CarryForWard ,75,27,87720694,1
 TB0308 , RELCAPITAL , Margin ,10,346,51967143,10
 TB73215 , COPPERM , IntraDay ,1,416.05,410020546,0
 TB14659 , BANKBARODA , Margin ,10,117.9,1898289,10
 TB77935 , BPCL , Margin ,10,399.45,1896191,10
 TB77935 , BPCL , Margin ,5,399.45,1896192,5
 TB77935 , BPCL , Margin ,35,399.45,1896193,35
 TB69075 , BANKNIFTY , CarryForWard ,40,55.1,52424995,1
 TB96893 , NICKEL , IntraDay ,1,911.5,510019447,0
 TB0308 , TATAMOTORS , Margin ,10,252,76569378,10
 TB63802 , HEROMOTOCO , Margin ,19,3489,27222458,19
 TB73215 , NICKELM , IntraDay ,1,915.6,510018158,0
 TB63802 , HEROMOTOCO , Margin ,1,3489,27221371,1
 TB78904 , BANKNIFTY , CarryForWard ,40,40,52415805,1
 TB11558 , BANKNIFTY , CarryForWard ,160,19,52416013,4
 TB96893 , COPPER , IntraDay ,1,416.25,410020223,1
 TB34896 , ASHOKLEY , Margin ,60,117.3,5985400,60
 TB38760 , TATAELXSI , CarryForWard ,800,31,25300035,1
 TB22848 , LEADMINI , IntraDay ,1,148.25,710017026,1
 TB0308 , RELCAPITAL , Margin ,10,347,51950038,10
 TB22583 , ALBK , Margin ,617,41.65,1882957,617
 TB22583 , ALBK , Margin ,67,41.65,1882959,67
 TB22583 , ALBK , Margin ,216,41.65,1882960,216
 TB15813 , NIFTY , CarryForWard ,750,36.5,805834,10
 TB76800 , TATASTEEL , Margin ,1019,508.2,76560191,1019
 TB76800 , TATASTEEL , Margin ,75,508.15,76560192,75
 TB76800 , TATASTEEL , Margin ,54,508.15,76560193,54
 TB76800 , TATASTEEL , Margin ,400,508.15,76560194,400
 TB76800 , TATASTEEL , Margin ,100,508.1,76560195,100
 TB76800 , TATASTEEL , Margin ,352,508.1,76560196,352
 TB14000 , GOENKA , Delivery ,100,0.35,27210989,100
 TB14488 , BANKNIFTY , CarryForWard ,200,8.5,52405075,5
 TB71825 , IBULHSGFIN , Margin ,71,1199.3,27209179,71
 TB71825 , IBULHSGFIN , Margin ,100,1199.3,27208379,100
 TB12674 , MARUTI , CarryForWard ,75,26.5,87717996,1
 TB11161 , PCJEWELLER , Margin ,51,78.65,51942303,51
 TB11727 , BANKNIFTY , CarryForWard ,40,47.3,52399493,1
 TB71825 , IBULHSGFIN , Margin ,29,1199.3,27204982,29
 TB76800 , TATASTEEL , Margin ,5,507.65,76555719,5
 TB76800 , TATASTEEL , Margin ,50,507.65,76555721,50
 TB76800 , TATASTEEL , Margin ,25,507.65,76555729,25
 TB76800 , TATASTEEL , Margin ,10,507.65,76555752,10
 TB76800 , TATASTEEL , Margin ,500,507.65,76555768,500
 TB76800 , TATASTEEL , Margin ,122,507.65,76555769,122
 TB76800 , TATASTEEL , Margin ,1233,507.65,76555687,1233
 TB76800 , TATASTEEL , Margin ,5,507.65,76555693,5
 TB76800 , TATASTEEL , Margin ,50,507.65,76555694,50
 TB0003 , ONGC , Margin ,10,164.6,51937513,10
 TB10197 , RCOM , Margin ,3500,13.1,51936341,3500
 TB69075 , BANKNIFTY , CarryForWard ,40,77.1,52391997,1
 TB14095 , ONGC , CarryForWard ,3750,0.45,87716616,1
 TB12973 , PNB , Margin ,1000,75.4,51928759,1000
 TB13347 , PNB , Margin ,218,75.3,51928018,218
 TB13347 , PNB , Margin ,100,75.3,51928019,100
 TB13347 , PNB , Margin ,8,75.3,51928020,8
 TB13347 , PNB , Margin ,174,75.3,51928021,174
 TB32066 , IDEA , Margin ,35,50.1,27193892,35
 TB32066 , IDEA , Margin ,132,50.1,27193893,132
 TB32066 , IDEA , Margin ,96,50.1,27193894,96
 TB32066 , IDEA , Margin ,213,50.1,27193895,213
 TB32066 , IDEA , Margin ,82,50.1,27193896,82
 TB32066 , IDEA , Margin ,11,50.1,27193897,11
 TB32066 , IDEA , Margin ,105,50.1,27193898,105
 TB32066 , IDEA , Margin ,132,50.1,27193899,132
 TB32066 , IDEA , Margin ,96,50.1,27193900,96
 TB32066 , IDEA , Margin ,98,50.1,27193901,98
 TB57332 , RITES , Margin ,80,200,51925253,80
 TB13092 , SRTRANSFIN , Margin ,18,1229.95,76547593,18
 TB13092 , SRTRANSFIN , Margin ,1,1230,76547594,1
 TB13092 , SRTRANSFIN , Margin ,5,1230.1,76547595,5
 TB13092 , SRTRANSFIN , Margin ,16,1230.1,76547596,16
 TB0308 , AJMERA , Margin ,10,204,1863883,10
 TB0308 , AJMERA , Margin ,5,204.1,1863884,5
 TB0308 , TATAMOTORS , Margin ,10,250.45,76544722,10
 TB13788 , LUPIN , CarryForWard ,700,0.9,37683044,1
 TB0466 , M&M , Delivery ,1,905.5,51920136,1
 TB11161 , PNB , Margin ,51,75.6,51920104,51
 TB81526 , TATASTEEL , Margin ,10,508.75,76543377,10
 TB81526 , TATASTEEL , Margin ,15,508.8,76543378,15
 TB81526 , TATASTEEL , Margin ,25,508.8,76543379,25
 TB12722 , CANBK , Margin ,303,229.6,1862143,303
 TB12722 , CANBK , Margin ,697,229.6,1862144,697
 TB32066 , IDEA , Margin ,509,50.2,27186664,509
 TB32066 , IDEA , Margin ,491,50.2,27186665,491
 TB15813 , NIFTY , CarryForWard ,750,35.5,788981,10
 TB32066 , IDEA , Margin ,1500,50.1,27184387,1500
 TB81526 , TATASTEEL , Margin ,50,509.4,76540811,50
 TB13893 , SBIN , Margin ,38,260.3,4924500,38
 TB13893 , SBIN , Margin ,62,260.3,4924400,62
 TB13347 , PNB , Margin ,500,75.95,51914227,500
 TB11682 , DISHTV , CarryForWard ,8000,0.55,75225212,1
 TB31459 , BANDHANBNK , Margin ,10,583,1856457,10
 TB0308 , AJMERA , Margin ,5,204.85,1855086,5
 TB0308 , AJMERA , Margin ,5,204.9,1855087,5
 TB12466 , INFY , Margin ,3,1319,27177266,3
 TB14659 , BANKBARODA , Margin ,50,118.2,1854278,50
 TB98172 , IGL , Margin ,300,268.8,27176106,300
 TB13189 , TATASTEEL , Margin ,10,509.6,76534706,10
 TB10197 , RCOM , Margin ,3500,13.15,51908584,3500
 TB13017 , TATACHEM , Margin ,8,674.4,76533458,8
 TB12466 , INFY , Margin ,7,1319,27171616,7
 TB14602 , IGL , Margin ,100,269,27170357,100
 TB57332 , RITES , Margin ,7,198.45,51902739,7
 TB57332 , RITES , Margin ,73,198.45,51902740,73
 TB14458 , HOTLSILV , Delivery ,300,8.25,3272800,300
 TB38986 , ASHOKLEY , Margin ,16,116.8,1846154,16
 TB38986 , ASHOKLEY , Margin ,100,116.8,1846155,100
 TB38986 , ASHOKLEY , Margin ,1000,116.8,1846156,1000
 TB38986 , ASHOKLEY , Margin ,100,116.8,1846157,100
 TB38986 , ASHOKLEY , Margin ,1,116.8,1846158,1
 TB38986 , ASHOKLEY , Margin ,10,116.8,1846159,10
 TB38986 , ASHOKLEY , Margin ,50,116.8,1846160,50
 TB38986 , ASHOKLEY , Margin ,6,116.8,1846161,6
 TB38986 , ASHOKLEY , Margin ,100,116.8,1846162,100
 TB38986 , ASHOKLEY , Margin ,500,116.8,1846163,500
 TB38986 , ASHOKLEY , Margin ,1000,116.8,1846164,1000
 TB38986 , ASHOKLEY , Margin ,30,116.8,1846165,30
 TB38986 , ASHOKLEY , Margin ,200,116.8,1846166,200
 TB38986 , ASHOKLEY , Margin ,8,116.8,1846167,8
 TB38986 , ASHOKLEY , Margin ,1,116.8,1846168,1
 TB38986 , ASHOKLEY , Margin ,1,116.8,1846169,1
 TB38986 , ASHOKLEY , Margin ,20,116.8,1846170,20
